,InvoiceNo,Stock Code,Description,Quantity,InvoiceDate,UnitPrice,Customer ID,Country,TotalAmount,Age,Salary
0,489895,22130,PARTY CONE CHRISTMAS DECORATION ,12,03-12-2009 07:25,0.85,12779,Poland,10.2,23,56463
1,489895,21432,SET OF 3 CASES WOODLAND DESIGN,2,03-12-2009 07:25,5.95,12779,Poland,11.9,23,56463
2,489895,21232,STRAWBERRY CERAMIC TRINKET BOX,24,03-12-2009 07:25,1.25,12779,Poland,30,23,56463
3,489895,37448,CERAMIC CAKE DESIGN SPOTTED MUG,24,03-12-2009 07:25,1.49,12779,Poland,35.76,23,56463
4,489895,37494A,FAIRY CAKE CERAMIC BUTTER DISH,6,03-12-2009 07:25,2.95,12779,Poland,17.7,23,56463
5,489895,21700,BIG DOUGHNUT FRIDGE MAGNETS,24,03-12-2009 07:25,0.85,12779,Poland,20.4,23,56463
6,489895,47556B,TEA TIME TEA TOWELS ,6,03-12-2009 07:25,2.95,12779,Poland,17.7,23,56463
7,489895,22059,CERAMIC STRWBERRY DESIGN MUG,24,03-12-2009 07:25,1.49,12779,Poland,35.76,23,56463
8,489895,22055,MINI CAKE STAND  HANGING STRAWBERY,8,03-12-2009 07:25,1.65,12779,Poland,13.2,23,56463
9,489895,37446,MINI CAKE STAND WITH HANGING CAKES,8,03-12-2009 07:25,1.45,12779,Poland,11.6,23,56463
10,489895,84569D,PACK 6 HEART/ICE-CREAM PATCHES,12,03-12-2009 07:25,1.25,12779,Poland,15,23,56463
11,489895,22209,WOOD STAMP SET HAPPY BIRTHDAY,12,03-12-2009 07:25,1.65,12779,Poland,19.8,23,56463
12,489895,22210,WOOD STAMP SET BEST WISHES,12,03-12-2009 07:25,1.65,12779,Poland,19.8,23,56463
13,489895,22208,WOOD STAMP SET THANK YOU,12,03-12-2009 07:25,1.65,12779,Poland,19.8,23,56463
14,489895,21428,SET3 BOOK BOX GREEN GINGHAM FLOWER,4,03-12-2009 07:25,4.25,12779,Poland,17,23,56463
15,489895,21430,SET/3 RED GINGHAM ROSE STORAGE BOX,4,03-12-2009 07:25,3.75,12779,Poland,15,23,56463
16,489895,21884,CAKES AND BOWS GIFT  TAPE,12,03-12-2009 07:25,0.65,12779,Poland,7.8,23,56463
17,489895,21882,SKULLS TAPE,12,03-12-2009 07:25,0.65,12779,Poland,7.8,23,56463
18,489895,21880,RED AND WHITE SPOT TAPE,12,03-12-2009 07:25,0.65,12779,Poland,7.8,23,56463
19,489895,21883,STARS GIFT TAPE ,12,03-12-2009 07:25,0.65,12779,Poland,7.8,23,56463
20,489895,85049C,ROMANTIC PINKS RIBBONS ,12,03-12-2009 07:25,1.25,12779,Poland,15,23,56463
21,489895,85049F,BABY BOOM RIBBONS ,12,03-12-2009 07:25,1.25,12779,Poland,15,23,56463
22,499516,21232,STRAWBERRY CERAMIC TRINKET BOX,48,01-03-2010 09:56,1.25,12779,Poland,60,23,56463
23,499516,22055,MINI CAKE STAND  HANGING STRAWBERY,16,01-03-2010 09:56,1.65,12779,Poland,26.4,23,56463
24,499516,20712,JUMBO BAG WOODLAND ANIMALS,10,01-03-2010 09:56,1.95,12779,Poland,19.5,23,56463
25,499516,21930,JUMBO STORAGE BAG SKULLS,10,01-03-2010 09:56,1.95,12779,Poland,19.5,23,56463
26,499516,84815,SET OF 3 DANISH ROSE PLANTERS,6,01-03-2010 09:56,4.25,12779,Poland,25.5,23,56463
27,499516,47559B,TEA TIME OVEN GLOVE,10,01-03-2010 09:56,1.25,12779,Poland,12.5,23,56463
28,499516,22178,VICTORIAN GLASS HANGING T-LIGHT,12,01-03-2010 09:56,1.25,12779,Poland,15,23,56463
29,499516,84949,SILVER HANGING T-LIGHT HOLDER,12,01-03-2010 09:56,1.65,12779,Poland,19.8,23,56463
30,499516,47591B,SCOTTIES DES CHILD'S APRON,8,01-03-2010 09:56,1.65,12779,Poland,13.2,23,56463
31,499516,47591D,PINK FAIRY CAKE CHILD'S APRON,8,01-03-2010 09:56,1.95,12779,Poland,15.6,23,56463
32,499516,22057,CERAMIC PLATE STRAWBERRY DESIGN,12,01-03-2010 09:56,1.49,12779,Poland,17.88,23,56463
33,499516,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,01-03-2010 09:56,1.49,12779,Poland,17.88,23,56463
34,499516,47504E,ENGLISH ROSE SCISSORS,12,01-03-2010 09:56,1.25,12779,Poland,15,23,56463
35,499516,47504K,ENGLISH ROSE GARDEN SECATEURS,12,01-03-2010 09:56,1.95,12779,Poland,23.4,23,56463
36,499516,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,6,01-03-2010 09:56,2.95,12779,Poland,17.7,23,56463
37,506142,21358,TOAST ITS - HAPPY BIRTHDAY,12,27-04-2010 16:19,1.25,12744,Singapore,15,41,23491
38,506142,21356,TOAST ITS - FAIRY FLOWER,12,27-04-2010 16:19,1.25,12744,Singapore,15,41,23491
39,506142,22485,SET OF 2 WOODEN MARKET CRATES,3,27-04-2010 16:19,12.75,12744,Singapore,38.25,41,23491
40,506142,22409,MONEY BOX BISCUITS DESIGN,12,27-04-2010 16:19,1.25,12744,Singapore,15,41,23491
41,506142,22605,WOODEN CROQUET GARDEN SET,4,27-04-2010 16:19,10.95,12744,Singapore,43.8,41,23491
42,506142,21888,BINGO SET,8,27-04-2010 16:19,3.75,12744,Singapore,30,41,23491
43,506142,20971,PINK BLUE FELT CRAFT TRINKET BOX,24,27-04-2010 16:19,1.25,12744,Singapore,30,41,23491
44,506142,20972,PINK CREAM FELT CRAFT TRINKET BOX ,24,27-04-2010 16:19,1.25,12744,Singapore,30,41,23491
45,506142,22423,REGENCY CAKESTAND 3 TIER,4,27-04-2010 16:19,12.75,12744,Singapore,51,41,23491
46,506142,22086,PAPER CHAIN KIT 50'S CHRISTMAS,18,27-04-2010 16:19,2.95,12744,Singapore,53.1,41,23491
47,506142,22365,DOOR MAT RESPECTABLE HOUSE,2,27-04-2010 16:19,7.49,12744,Singapore,14.98,41,23491
48,506142,22366,DOOR MAT AIRMAIL ,2,27-04-2010 16:19,7.49,12744,Singapore,14.98,41,23491
49,506142,21524,DOOR MAT SPOTTY HOME SWEET HOME,2,27-04-2010 16:19,7.49,12744,Singapore,14.98,41,23491
50,506142,48138,DOOR MAT UNION FLAG,4,27-04-2010 16:19,7.49,12744,Singapore,29.96,41,23491
51,506142,22119,PEACE WOODEN BLOCK LETTERS,3,27-04-2010 16:19,6.95,12744,Singapore,20.85,41,23491
52,506142,22121,NOEL WOODEN BLOCK LETTERS ,3,27-04-2010 16:19,5.95,12744,Singapore,17.85,41,23491
53,506142,21756,BATH BUILDING BLOCK WORD,3,27-04-2010 16:19,5.95,12744,Singapore,17.85,41,23491
54,506142,21755,LOVE BUILDING BLOCK WORD,3,27-04-2010 16:19,5.95,12744,Singapore,17.85,41,23491
55,506142,85150,LADIES & GENTLEMEN METAL SIGN,12,27-04-2010 16:19,2.55,12744,Singapore,30.6,41,23491
56,506142,21166,COOK WITH WINE METAL SIGN ,12,27-04-2010 16:19,1.95,12744,Singapore,23.4,41,23491
57,506142,21175,GIN + TONIC DIET METAL SIGN,12,27-04-2010 16:19,2.1,12744,Singapore,25.2,41,23491
58,506142,22356,"CHARLOTTE BAG , PINK/WHITE SPOTS",40,27-04-2010 16:19,0.85,12744,Singapore,34,41,23491
59,506142,20724,RED SPOTTY CHARLOTTE BAG,40,27-04-2010 16:19,0.85,12744,Singapore,34,41,23491
60,506142,22381,TOY TIDY PINK RETROSPOT  ,10,27-04-2010 16:19,2.1,12744,Singapore,21,41,23491
61,506142,22379,RECYCLING BAG RETROSPOT ,10,27-04-2010 16:19,2.1,12744,Singapore,21,41,23491
62,506142,85099B,RED RETROSPOT JUMBO BAG ,20,27-04-2010 16:19,1.95,12744,Singapore,39,41,23491
63,506142,22386,JUMBO BAG PINK WITH WHITE SPOTS,20,27-04-2010 16:19,1.95,12744,Singapore,39,41,23491
64,506142,47590B,PINK HAPPY BIRTHDAY BUNTING,12,27-04-2010 16:19,5.45,12744,Singapore,65.4,41,23491
65,506142,47590A,BLUE HAPPY BIRTHDAY BUNTING,6,27-04-2010 16:19,5.45,12744,Singapore,32.7,41,23491
66,506142,72741,GRAND CHOCOLATECANDLE,72,27-04-2010 16:19,1.25,12744,Singapore,90,41,23491
67,506142,21733,RED HANGING HEART T-LIGHT HOLDER,16,27-04-2010 16:19,2.95,12744,Singapore,47.2,41,23491
68,506142,85123A,WHITE HANGING HEART T-LIGHT HOLDER,32,27-04-2010 16:19,2.55,12744,Singapore,81.6,41,23491
69,506142,21181,PLEASE ONE PERSON METAL SIGN,12,27-04-2010 16:19,2.1,12744,Singapore,25.2,41,23491
70,506142,84762B,PINK PICNIC BARBECUE BUCKET,16,27-04-2010 16:19,5.95,12744,Singapore,95.2,41,23491
71,506142,20682,RED SPOTTY CHILDS UMBRELLA,12,27-04-2010 16:19,3.25,12744,Singapore,39,41,23491
72,506142,20681,PINK SPOTTY CHILDS UMBRELLA,12,27-04-2010 16:19,3.25,12744,Singapore,39,41,23491
73,513438,20803,SMALL PINK GLASS SUNDAE DISH,12,24-06-2010 14:13,1.65,12779,Poland,19.8,23,56463
74,513438,22178,VICTORIAN GLASS HANGING T-LIGHT,36,24-06-2010 14:13,1.25,12779,Poland,45,23,56463
75,513438,22195,LARGE HEART MEASURING SPOONS,12,24-06-2010 14:13,1.65,12779,Poland,19.8,23,56463
76,513438,37448,CERAMIC CAKE DESIGN SPOTTED MUG,12,24-06-2010 14:13,1.49,12779,Poland,17.88,23,56463
77,513438,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,24-06-2010 14:13,1.49,12779,Poland,17.88,23,56463
78,513438,22057,CERAMIC PLATE STRAWBERRY DESIGN,24,24-06-2010 14:13,1.49,12779,Poland,35.76,23,56463
79,513438,22059,CERAMIC STRWBERRY DESIGN MUG,12,24-06-2010 14:13,1.49,12779,Poland,17.88,23,56463
80,513438,22061,LARGE CAKE STAND  HANGING STRAWBERY,2,24-06-2010 14:13,9.95,12779,Poland,19.9,23,56463
81,513438,22063,CERAMIC BOWL WITH STRAWBERRY DESIGN,18,24-06-2010 14:13,2.95,12779,Poland,53.1,23,56463
82,513438,21700,BIG DOUGHNUT FRIDGE MAGNETS,12,24-06-2010 14:13,0.85,12779,Poland,10.2,23,56463
83,513438,47556B,TEA TIME TEA TOWELS ,12,24-06-2010 14:13,2.95,12779,Poland,35.4,23,56463
84,513438,37446,MINI CAKE STAND WITH HANGING CAKES,8,24-06-2010 14:13,1.45,12779,Poland,11.6,23,56463
85,513438,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,24-06-2010 14:13,2.95,12779,Poland,17.7,23,56463
86,513438,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,24,24-06-2010 14:13,1.65,12779,Poland,39.6,23,56463
87,513438,79030A,"TUMBLER, ENGLISH ROSE",12,24-06-2010 14:13,1.65,12779,Poland,19.8,23,56463
88,513438,47568,ENGLISH ROSE DESIGN PEG BAG,6,24-06-2010 14:13,2.1,12779,Poland,12.6,23,56463
89,513438,47504K,ENGLISH ROSE GARDEN SECATEURS,12,24-06-2010 14:13,1.95,12779,Poland,23.4,23,56463
90,513438,48184,DOOR MAT ENGLISH ROSE ,2,24-06-2010 14:13,7.49,12779,Poland,14.98,23,56463
91,513438,84849B,FAIRY SOAP SOAP HOLDER,12,24-06-2010 14:13,1.69,12779,Poland,20.28,23,56463
92,513438,84913A,SOFT PINK ROSE TOWEL ,4,24-06-2010 14:13,4.65,12779,Poland,18.6,23,56463
93,513438,84913B,MINT GREEN ROSE TOWEL,4,24-06-2010 14:13,4.65,12779,Poland,18.6,23,56463
94,513438,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,24-06-2010 14:13,1.45,12779,Poland,17.4,23,56463
95,513438,22624,IVORY KITCHEN SCALES,2,24-06-2010 14:13,8.5,12779,Poland,17,23,56463
96,513438,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,24-06-2010 14:13,8.5,12779,Poland,17,23,56463
97,513438,22409,MONEY BOX BISCUITS DESIGN,12,24-06-2010 14:13,1.25,12779,Poland,15,23,56463
98,514221,20866,BLUE ROSE FABRIC MIRROR,24,01-07-2010 09:56,1.25,12653,Israel,30,38,97237
99,514221,20867,PINK ROSE FABRIC MIRROR,24,01-07-2010 09:56,1.25,12653,Israel,30,38,97237
100,514221,85232D,SET/3 DECOUPAGE STACKING TINS,24,01-07-2010 09:56,4.25,12653,Israel,102,38,97237
101,514221,85232B,SET/3 RUSSIAN DOLL STACKING TINS,24,01-07-2010 09:56,4.25,12653,Israel,102,38,97237
102,514221,21212,PACK OF 72 RETRO SPOT CAKE CASES,24,01-07-2010 09:56,0.55,12653,Israel,13.2,38,97237
103,514221,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,24,01-07-2010 09:56,1.45,12653,Israel,34.8,38,97237
104,514221,22483,RED GINGHAM TEDDY BEAR ,24,01-07-2010 09:56,2.55,12653,Israel,61.2,38,97237
105,514221,22507,MEMO BOARD RETROSPOT  DESIGN,16,01-07-2010 09:56,4.25,12653,Israel,68,38,97237
106,514221,22256,FELT FARM ANIMAL CHICKEN,12,01-07-2010 09:56,1.25,12653,Israel,15,38,97237
107,514221,21217,RED SPOTTY ROUND CAKE TINS,12,01-07-2010 09:56,8.95,12653,Israel,107.4,38,97237
108,514221,22445,PENCIL CASE LIFE IS BEAUTIFUL,6,01-07-2010 09:56,2.95,12653,Israel,17.7,38,97237
109,514221,21411,GINGHAM HEART  DOORSTOP RED,6,01-07-2010 09:56,4.25,12653,Israel,25.5,38,97237
110,514221,22508,DOORSTOP RETROSPOT HEART,6,01-07-2010 09:56,3.75,12653,Israel,22.5,38,97237
111,514221,22329,ROUND CONTAINER SET OF 5 RETROSPOT,12,01-07-2010 09:56,1.65,12653,Israel,19.8,38,97237
112,514221,20718,RED SPOTTY SHOPPER BAG,10,01-07-2010 09:56,1.25,12653,Israel,12.5,38,97237
113,514221,20983,12 PENCILS TALL TUBE RED SPOTTY,18,01-07-2010 09:56,0.85,12653,Israel,15.3,38,97237
114,514221,20750,RED/WHITE DOT MINI CASES,12,01-07-2010 09:56,6.35,12653,Israel,76.2,38,97237
115,514221,20724,RED SPOTTY CHARLOTTE BAG,10,01-07-2010 09:56,0.85,12653,Israel,8.5,38,97237
116,514221,21936,RED RETROSPOT PICNIC BAG,6,01-07-2010 09:56,2.95,12653,Israel,17.7,38,97237
117,514221,20981,12 PENCILS TALL TUBE WOODLAND,12,01-07-2010 09:56,0.85,12653,Israel,10.2,38,97237
118,514221,21578,WOODLAND DESIGN  COTTON TOTE BAG,8,01-07-2010 09:56,2.25,12653,Israel,18,38,97237
119,514221,22326,ROUND SNACK BOXES SET OF4 WOODLAND,12,01-07-2010 09:56,2.95,12653,Israel,35.4,38,97237
120,514221,21363,HOME SMALL WOOD LETTERS,12,01-07-2010 09:56,4.95,12653,Israel,59.4,38,97237
121,514221,21361,LOVE LARGE WOOD LETTERS ,18,01-07-2010 09:56,10.95,12653,Israel,197.1,38,97237
122,514221,22216,T-LIGHT HOLDER WHITE LACE,36,01-07-2010 09:56,0.85,12653,Israel,30.6,38,97237
123,514221,22356,CHARLOTTE BAG PINK WITH WHITE SPOTS,10,01-07-2010 09:56,0.85,12653,Israel,8.5,38,97237
124,514221,22399,MAGNETS PACK OF 4 CHILDHOOD MEMORY,36,01-07-2010 09:56,1.25,12653,Israel,45,38,97237
125,514221,84584,PINK GINGHAM CAT WITH SCARF,6,01-07-2010 09:56,2.55,12653,Israel,15.3,38,97237
126,514221,22219,LOVEBIRD HANGING DECORATION WHITE ,36,01-07-2010 09:56,0.85,12653,Israel,30.6,38,97237
127,514221,20665,RED SPOTTY PURSE ,8,01-07-2010 09:56,2.95,12653,Israel,23.6,38,97237
128,514221,21244,BLUE  SPOTTY PLATE ,18,01-07-2010 09:56,1.69,12653,Israel,30.42,38,97237
129,514221,21242,RED SPOTTY PLATE ,24,01-07-2010 09:56,1.69,12653,Israel,40.56,38,97237
130,514221,21241,GREEN SPOTTY CUP,24,01-07-2010 09:56,0.85,12653,Israel,20.4,38,97237
131,514221,21240,BLUE  SPOTTY CUP,24,01-07-2010 09:56,0.85,12653,Israel,20.4,38,97237
132,514221,21239,PINK  SPOTTY CUP,24,01-07-2010 09:56,0.85,12653,Israel,20.4,38,97237
133,514221,21238,RED SPOTTY CUP,32,01-07-2010 09:56,0.85,12653,Israel,27.2,38,97237
134,514221,22423,REGENCY CAKESTAND 3 TIER,16,01-07-2010 09:56,10.95,12653,Israel,175.2,38,97237
135,514221,20749,ASSORTED COLOUR MINI CASES,12,01-07-2010 09:56,6.35,12653,Israel,76.2,38,97237
136,514221,84406B,CREAM CUPID HEARTS COAT HANGER,12,01-07-2010 09:56,3.25,12653,Israel,39,38,97237
137,514221,22212,FOUR HOOK  WHITE LOVEBIRDS,12,01-07-2010 09:56,2.1,12653,Israel,25.2,38,97237
138,514221,21272,SALLE DE BAIN HOOK,36,01-07-2010 09:56,1.25,12653,Israel,45,38,97237
139,514221,22427,ENAMEL FLOWER JUG CREAM,24,01-07-2010 09:56,5.45,12653,Israel,130.8,38,97237
140,514221,22426,ENAMEL WASH BOWL CREAM,16,01-07-2010 09:56,2.95,12653,Israel,47.2,38,97237
141,514319,22180,RETRO SPOT LAMP,1,01-07-2010 13:46,9.95,12576,Poland,9.95,24,29134
142,514319,22077,6 RIBBONS RUSTIC CHARM,12,01-07-2010 13:46,1.65,12576,Poland,19.8,24,29134
143,514319,21622,VINTAGE UNION JACK CUSHION COVER,4,01-07-2010 13:46,4.95,12576,Poland,19.8,24,29134
144,514319,21626,VINTAGE UNION JACK PENNANT,12,01-07-2010 13:46,1.95,12576,Poland,23.4,24,29134
145,514319,47568,ENGLISH ROSE DESIGN PEG BAG,6,01-07-2010 13:46,2.1,12576,Poland,12.6,24,29134
146,514319,85055,FRENCH ENAMEL UTENSIL HOLDER,4,01-07-2010 13:46,3.75,12576,Poland,15,24,29134
147,514319,21114,LAVENDER SCENTED FABRIC HEART,10,01-07-2010 13:46,1.25,12576,Poland,12.5,24,29134
148,514319,22188,BLACK HEART CARD HOLDER,4,01-07-2010 13:46,3.95,12576,Poland,15.8,24,29134
149,514319,22611,VINTAGE UNION JACK SHOPPING BAG,3,01-07-2010 13:46,4.95,12576,Poland,14.85,24,29134
150,514319,84279P,CHERRY BLOSSOM  DECORATIVE FLASK,4,01-07-2010 13:46,3.75,12576,Poland,15,24,29134
151,514319,20754,RETRO RED SPOTTY WASHING UP GLOVES,6,01-07-2010 13:46,2.1,12576,Poland,12.6,24,29134
152,514319,21216,"SET 3 RED SPOT TIN TEA,COFFEE,SUGAR",4,01-07-2010 13:46,4.95,12576,Poland,19.8,24,29134
153,514319,21577,SAVE THE PLANET COTTON TOTE BAG,6,01-07-2010 13:46,2.25,12576,Poland,13.5,24,29134
154,514319,20718,RED SPOTTY SHOPPER BAG,10,01-07-2010 13:46,1.25,12576,Poland,12.5,24,29134
155,514319,21380,WOODEN HAPPY BIRTHDAY GARLAND,6,01-07-2010 13:46,2.95,12576,Poland,17.7,24,29134
156,514319,82578,KITCHEN METAL SIGN,12,01-07-2010 13:46,0.55,12576,Poland,6.6,24,29134
157,514319,21911,GARDEN METAL SIGN ,12,01-07-2010 13:46,1.65,12576,Poland,19.8,24,29134
158,514319,35241,ENAMEL BLUE RIM BISCUIT BIN,3,01-07-2010 13:46,4.95,12576,Poland,14.85,24,29134
159,514319,84691,PACK 20 DOLLY PEGS,12,01-07-2010 13:46,0.85,12576,Poland,10.2,24,29134
160,514319,16016,LARGE CHINESE STYLE SCISSOR,10,01-07-2010 13:46,0.85,12576,Poland,8.5,24,29134
161,514319,POST,POSTAGE,2,01-07-2010 13:46,40,12576,Poland,80,24,29134
162,520536,21424,WOODLAND STORAGE BOX LARGE ,24,26-08-2010 15:44,1.25,12779,Poland,30,23,56463
163,520536,21426,WOODLAND STORAGE BOX SMALL,24,26-08-2010 15:44,0.85,12779,Poland,20.4,23,56463
164,520536,35809A,ENAMEL PINK TEA CONTAINER,24,26-08-2010 15:44,0.85,12779,Poland,20.4,23,56463
165,520536,35810A,ENAMEL PINK COFFEE CONTAINER,24,26-08-2010 15:44,0.85,12779,Poland,20.4,23,56463
166,520536,85027L,FRENCH CHATEAU LARGE PLATTER ,24,26-08-2010 15:44,1.95,12779,Poland,46.8,23,56463
167,520536,85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,24,26-08-2010 15:44,1.95,12779,Poland,46.8,23,56463
168,520536,85028S,FRENCH CHATEAU SMALL FRUITBOWL,36,26-08-2010 15:44,1.25,12779,Poland,45,23,56463
169,520536,85030,FRENCH CHATEAU OVAL PLATTER,24,26-08-2010 15:44,1.95,12779,Poland,46.8,23,56463
170,520536,21318,GLASS CHALICE BLUE SMALL ,6,26-08-2010 15:44,1.65,12779,Poland,9.9,23,56463
171,520536,22666,RECIPE BOX PANTRY YELLOW DESIGN,12,26-08-2010 15:44,2.95,12779,Poland,35.4,23,56463
172,520536,84849A,HELLO SAILOR BLUE SOAP HOLDER,12,26-08-2010 15:44,1.69,12779,Poland,20.28,23,56463
173,520536,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,8,26-08-2010 15:44,2.95,12779,Poland,23.6,23,56463
174,520536,22690,DOORMAT HOME SWEET HOME BLUE ,2,26-08-2010 15:44,7.49,12779,Poland,14.98,23,56463
175,520536,21272,SALLE DE BAIN HOOK,12,26-08-2010 15:44,1.25,12779,Poland,15,23,56463
176,520536,22169,FAMILY ALBUM WHITE PICTURE FRAME,2,26-08-2010 15:44,8.5,12779,Poland,17,23,56463
177,520536,22195,LARGE HEART MEASURING SPOONS,12,26-08-2010 15:44,1.65,12779,Poland,19.8,23,56463
178,520536,22624,IVORY KITCHEN SCALES,2,26-08-2010 15:44,8.5,12779,Poland,17,23,56463
179,520536,21232,STRAWBERRY CERAMIC TRINKET BOX,12,26-08-2010 15:44,1.25,12779,Poland,15,23,56463
180,520536,20803,SMALL PINK GLASS SUNDAE DISH,6,26-08-2010 15:44,1.65,12779,Poland,9.9,23,56463
181,520536,22646,CERAMIC STRAWBERRY CAKE MONEY BANK,12,26-08-2010 15:44,1.45,12779,Poland,17.4,23,56463
182,520536,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,26-08-2010 15:44,2.95,12779,Poland,17.7,23,56463
183,520536,37447,CERAMIC CAKE DESIGN SPOTTED PLATE,12,26-08-2010 15:44,1.49,12779,Poland,17.88,23,56463
184,521402,22507,MEMO BOARD RETROSPOT  DESIGN,4,06-09-2010 10:15,4.95,12744,Singapore,19.8,41,23491
185,521402,21667,GLASS CAKE COVER AND PLATE,2,06-09-2010 10:15,16.95,12744,Singapore,33.9,41,23491
186,521402,21790,VINTAGE SNAP CARDS,12,06-09-2010 10:15,0.85,12744,Singapore,10.2,41,23491
187,521402,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,12,06-09-2010 10:15,0.85,12744,Singapore,10.2,41,23491
188,521402,21917,SET 12 KIDS  WHITE CHALK STICKS,24,06-09-2010 10:15,0.42,12744,Singapore,10.08,41,23491
189,521402,22505,MEMO BOARD COTTAGE DESIGN,4,06-09-2010 10:15,4.95,12744,Singapore,19.8,41,23491
190,521402,22619,SET OF 6 SOLDIER SKITTLES,4,06-09-2010 10:15,3.75,12744,Singapore,15,41,23491
191,521402,22714,CARD BIRTHDAY COWBOY,12,06-09-2010 10:15,0.42,12744,Singapore,5.04,41,23491
192,521402,21471,STRAWBERRY RAFFIA FOOD COVER,6,06-09-2010 10:15,3.75,12744,Singapore,22.5,41,23491
193,521402,22184,CAKE STAND VICTORIAN FILIGREE LARGE,2,06-09-2010 10:15,8.5,12744,Singapore,17,41,23491
194,521402,22698,PINK REGENCY TEACUP AND SAUCER,6,06-09-2010 10:15,2.95,12744,Singapore,17.7,41,23491
