,InvoiceNo,Stock Code,Description,Quantity,InvoiceDate,UnitPrice,Customer ID,Country,TotalAmount,Age,Salary
195,521402,22697,GREEN REGENCY TEACUP AND SAUCER,6,06-09-2010 10:15,2.95,12744,Singapore,17.7,41,23491
196,521402,22699,ROSES REGENCY TEACUP AND SAUCER ,6,06-09-2010 10:15,2.95,12744,Singapore,17.7,41,23491
197,521402,22149,FELTCRAFT 6 FLOWER FRIENDS,6,06-09-2010 10:15,2.1,12744,Singapore,12.6,41,23491
198,521402,22029,SPACEBOY BIRTHDAY CARD,12,06-09-2010 10:15,0.42,12744,Singapore,5.04,41,23491
199,521402,21519,GIN & TONIC DIET GREETING CARD ,12,06-09-2010 10:15,0.42,12744,Singapore,5.04,41,23491
200,521403,22222,CAKE PLATE LOVEBIRD WHITE,9,06-09-2010 10:19,4.95,12744,Singapore,44.55,41,23491
201,521403,22423,REGENCY CAKESTAND 3 TIER,64,06-09-2010 10:19,10.95,12744,Singapore,700.8,41,23491
202,521403,21936,RED RETROSPOT PICNIC BAG,15,06-09-2010 10:19,2.95,12744,Singapore,44.25,41,23491
203,521403,22494,EMERGENCY FIRST AID TIN ,12,06-09-2010 10:19,1.25,12744,Singapore,15,41,23491
204,521403,22294,HEART FILIGREE DOVE  SMALL,24,06-09-2010 10:19,1.25,12744,Singapore,30,41,23491
205,521403,85130A,BEADED PEARL HEART WHITE LARGE,24,06-09-2010 10:19,1.65,12744,Singapore,39.6,41,23491
206,521403,21179,NO JUNK MAIL METAL SIGN,12,06-09-2010 10:19,1.25,12744,Singapore,15,41,23491
207,521403,82600,NO SINGING METAL SIGN,12,06-09-2010 10:19,2.1,12744,Singapore,25.2,41,23491
208,521403,85031C,CURIOUS IMAGES SCRAP BOOK SET,24,06-09-2010 10:19,1.25,12744,Singapore,30,41,23491
209,521403,21421,PORCELAIN ROSE LARGE ,24,06-09-2010 10:19,1.25,12744,Singapore,30,41,23491
210,521403,21422,PORCELAIN ROSE SMALL,32,06-09-2010 10:19,0.85,12744,Singapore,27.2,41,23491
211,521403,21586,KINGS CHOICE GIANT TUBE MATCHES,12,06-09-2010 10:19,2.55,12744,Singapore,30.6,41,23491
212,521403,21592,RETRO SPOT  CIGAR BOX MATCHES ,24,06-09-2010 10:19,1.25,12744,Singapore,30,41,23491
213,521403,22551,PLASTERS IN TIN SPACEBOY,12,06-09-2010 10:19,1.65,12744,Singapore,19.8,41,23491
214,521403,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,06-09-2010 10:19,1.65,12744,Singapore,19.8,41,23491
215,521403,22555,PLASTERS IN TIN STRONGMAN,12,06-09-2010 10:19,1.65,12744,Singapore,19.8,41,23491
216,521403,22556,PLASTERS IN TIN CIRCUS PARADE ,12,06-09-2010 10:19,1.65,12744,Singapore,19.8,41,23491
217,521403,22381,TOY TIDY PINK RETROSPOT  ,15,06-09-2010 10:19,2.1,12744,Singapore,31.5,41,23491
218,521403,22379,RECYCLING BAG RETROSPOT ,15,06-09-2010 10:19,2.1,12744,Singapore,31.5,41,23491
219,521403,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,24,06-09-2010 10:19,1.45,12744,Singapore,34.8,41,23491
220,521403,22548,HEADS AND TAILS SPORTING FUN,12,06-09-2010 10:19,1.25,12744,Singapore,15,41,23491
221,521403,22114,HOT WATER BOTTLE TEA AND SYMPATHY,4,06-09-2010 10:19,3.95,12744,Singapore,15.8,41,23491
222,521403,21733,RED HANGING HEART T-LIGHT HOLDER,12,06-09-2010 10:19,2.95,12744,Singapore,35.4,41,23491
223,521403,22589,CARDHOLDER GINGHAM STAR,6,06-09-2010 10:19,2.55,12744,Singapore,15.3,41,23491
224,521403,22592,CARDHOLDER HOLLY WREATH METAL,4,06-09-2010 10:19,3.75,12744,Singapore,15,41,23491
225,521403,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,36,06-09-2010 10:19,0.85,12744,Singapore,30.6,41,23491
226,521403,22143,CHRISTMAS CRAFT HEART DECORATIONS,18,06-09-2010 10:19,2.1,12744,Singapore,37.8,41,23491
227,521403,22145,CHRISTMAS CRAFT HEART STOCKING ,18,06-09-2010 10:19,2.1,12744,Singapore,37.8,41,23491
228,521403,21812,GARLAND WITH HEARTS AND BELLS,6,06-09-2010 10:19,4.95,12744,Singapore,29.7,41,23491
229,521403,21010,ETCHED GLASS BIRD TREE DECORATION,24,06-09-2010 10:19,1.25,12744,Singapore,30,41,23491
230,521403,22218,CAKE STAND LACE WHITE,9,06-09-2010 10:19,4.25,12744,Singapore,38.25,41,23491
231,521403,22385,JUMBO BAG SPACEBOY DESIGN,20,06-09-2010 10:19,1.95,12744,Singapore,39,41,23491
232,521403,85099F,JUMBO BAG STRAWBERRY,20,06-09-2010 10:19,1.95,12744,Singapore,39,41,23491
233,521403,21929,JUMBO BAG PINK VINTAGE PAISLEY,20,06-09-2010 10:19,1.95,12744,Singapore,39,41,23491
234,521403,35969,FOLKART CROWN TABLE DECORATIONS,48,06-09-2010 10:19,0.38,12744,Singapore,18.24,41,23491
235,521403,21357,TOAST ITS - DINOSAUR,12,06-09-2010 10:19,1.25,12744,Singapore,15,41,23491
236,521403,84782C,GREEN 3 TIER GLASS PLATE STAND,7,06-09-2010 10:19,3.95,12744,Singapore,27.65,41,23491
237,521403,22651,GENTLEMAN SHIRT REPAIR KIT ,36,06-09-2010 10:19,0.85,12744,Singapore,30.6,41,23491
238,521403,22654,DELUXE SEWING KIT ,4,06-09-2010 10:19,5.95,12744,Singapore,23.8,41,23491
239,521403,22694,WICKER STAR ,6,06-09-2010 10:19,2.1,12744,Singapore,12.6,41,23491
240,521403,22669,RED BABY BUNTING ,5,06-09-2010 10:19,2.95,12744,Singapore,14.75,41,23491
241,521403,22668,PINK BABY BUNTING,5,06-09-2010 10:19,2.95,12744,Singapore,14.75,41,23491
242,521403,84946,ANTIQUE SILVER TEA GLASS ETCHED,12,06-09-2010 10:19,1.25,12744,Singapore,15,41,23491
243,521403,20685,DOORMAT RED SPOT,2,06-09-2010 10:19,7.49,12744,Singapore,14.98,41,23491
244,521403,22380,TOY TIDY SPACEBOY  ,20,06-09-2010 10:19,2.1,12744,Singapore,42,41,23491
245,521403,85123A,WHITE HANGING HEART T-LIGHT HOLDER,64,06-09-2010 10:19,2.55,12744,Singapore,163.2,41,23491
246,521403,20684,STRAWBERRY DREAM CHILDS UMBRELLA,12,06-09-2010 10:19,3.25,12744,Singapore,39,41,23491
247,521403,21790,VINTAGE SNAP CARDS,36,06-09-2010 10:19,0.85,12744,Singapore,30.6,41,23491
248,521403,21791,VINTAGE HEADS AND TAILS CARD GAME ,12,06-09-2010 10:19,1.25,12744,Singapore,15,41,23491
249,521403,21755,LOVE BUILDING BLOCK WORD,6,06-09-2010 10:19,5.95,12744,Singapore,35.7,41,23491
250,521403,21143,ANTIQUE GLASS HEART DECORATION ,24,06-09-2010 10:19,1.95,12744,Singapore,46.8,41,23491
251,521403,35961,FOLKART ZINC HEART CHRISTMAS DEC,24,06-09-2010 10:19,0.85,12744,Singapore,20.4,41,23491
252,521403,22336,DOVE DECORATION PAINTED ZINC ,24,06-09-2010 10:19,0.65,12744,Singapore,15.6,41,23491
253,521403,22338,STAR DECORATION PAINTED ZINC ,24,06-09-2010 10:19,0.65,12744,Singapore,15.6,41,23491
254,521403,22335,HEART DECORATION PAINTED ZINC ,24,06-09-2010 10:19,0.65,12744,Singapore,15.6,41,23491
255,521403,21350,GINGHAM HEART WREATH,6,06-09-2010 10:19,2.95,12744,Singapore,17.7,41,23491
256,521403,21349,IVY HEART WREATH,2,06-09-2010 10:19,6.75,12744,Singapore,13.5,41,23491
257,521403,22215,CAKE STAND WHITE TWO TIER LACE,8,06-09-2010 10:19,8.5,12744,Singapore,68,41,23491
258,521404,21651,HANGING GLASS ETCHED TEALIGHT,12,06-09-2010 10:24,1.65,12744,Singapore,19.8,41,23491
259,521404,22198,LARGE POPCORN HOLDER ,12,06-09-2010 10:24,1.65,12744,Singapore,19.8,41,23491
260,521404,22197,SMALL POPCORN HOLDER,12,06-09-2010 10:24,0.85,12744,Singapore,10.2,41,23491
261,521404,22666,RECIPE BOX PANTRY YELLOW DESIGN,6,06-09-2010 10:24,2.95,12744,Singapore,17.7,41,23491
262,521404,22457,NATURAL SLATE HEART CHALKBOARD ,6,06-09-2010 10:24,2.95,12744,Singapore,17.7,41,23491
263,521404,84832,ZINC WILLIE WINKIE  CANDLE STICK,12,06-09-2010 10:24,0.85,12744,Singapore,10.2,41,23491
264,521404,22642,SET OF 4 NAPKIN CHARMS STARS,32,06-09-2010 10:24,2.1,12744,Singapore,67.2,41,23491
265,521480,85030,FRENCH CHATEAU OVAL PLATTER,24,06-09-2010 13:14,1.95,12779,Poland,46.8,23,56463
266,521480,85028L,FRENCH CHATEAU LARGE FRUIT BOWL ,24,06-09-2010 13:14,1.25,12779,Poland,30,23,56463
267,521480,85028S,FRENCH CHATEAU SMALL FRUITBOWL,36,06-09-2010 13:14,1.25,12779,Poland,45,23,56463
268,521480,85027L,FRENCH CHATEAU LARGE PLATTER ,24,06-09-2010 13:14,1.95,12779,Poland,46.8,23,56463
269,521651,22686,"FRENCH BLUE METAL DOOR SIGN, No",12,07-09-2010 13:41,1.25,12576,Poland,15,24,29134
270,521651,22678,"FRENCH BLUE METAL DOOR SIGN, 3",10,07-09-2010 13:42,1.25,12576,Poland,12.5,24,29134
271,521651,22679,"FRENCH BLUE METAL DOOR SIGN, 4",10,07-09-2010 13:42,1.25,12576,Poland,12.5,24,29134
272,521651,22680,"FRENCH BLUE METAL DOOR SIGN, 5",10,07-09-2010 13:42,1.25,12576,Poland,12.5,24,29134
273,521651,20658,RED SPOTTY LUGGAGE TAG,12,07-09-2010 13:42,1.25,12576,Poland,15,24,29134
274,521651,15056BL,EDWARDIAN PARASOL BLACK,3,07-09-2010 13:42,5.95,12576,Poland,17.85,24,29134
275,521651,84879,ASSORTED COLOUR BIRD ORNAMENT,8,07-09-2010 13:42,1.69,12576,Poland,13.52,24,29134
276,521651,21195,PINK  HONEYCOMB PAPER BALL ,6,07-09-2010 13:42,2.1,12576,Poland,12.6,24,29134
277,521651,16016,LARGE CHINESE STYLE SCISSOR,10,07-09-2010 13:42,0.85,12576,Poland,8.5,24,29134
278,521651,16014,SMALL CHINESE STYLE SCISSOR,20,07-09-2010 13:42,0.42,12576,Poland,8.4,24,29134
279,521651,21622,VINTAGE UNION JACK CUSHION COVER,4,07-09-2010 13:42,4.95,12576,Poland,19.8,24,29134
280,521651,22667,RECIPE BOX RETRO SPOT DESIGN,6,07-09-2010 13:42,2.95,12576,Poland,17.7,24,29134
281,521651,21892,TRADITIONAL WOODEN CATCH CUP GAME ,12,07-09-2010 13:42,1.25,12576,Poland,15,24,29134
282,523305,17084P,DRAGONS BLOOD INCENSE,25,21-09-2010 12:49,0.21,12751,Brazil,5.25,37,97197
283,523305,22659,LUNCH BOX I LOVE LONDON,1,21-09-2010 12:49,1.95,12751,Brazil,1.95,37,97197
284,523305,84406B,CREAM CUPID HEARTS COAT HANGER,1,21-09-2010 12:49,3.25,12751,Brazil,3.25,37,97197
285,523305,17091A,LAVENDER INCENSE IN TIN,1,21-09-2010 12:49,1.25,12751,Brazil,1.25,37,97197
286,523305,21124,SET/10 BLUE SPOTTY PARTY CANDLES,1,21-09-2010 12:49,1.25,12751,Brazil,1.25,37,97197
287,523305,21123,SET/10 IVORY SPOTTY PARTY CANDLES,1,21-09-2010 12:49,1.25,12751,Brazil,1.25,37,97197
288,523305,21121,SET/10 RED SPOTTY PARTY CANDLES,1,21-09-2010 12:49,1.25,12751,Brazil,1.25,37,97197
289,523305,22028,PENNY FARTHING BIRTHDAY CARD,12,21-09-2010 12:49,0.42,12751,Brazil,5.04,37,97197
290,523305,22630,DOLLY GIRL LUNCH BOX,1,21-09-2010 12:49,1.95,12751,Brazil,1.95,37,97197
291,523305,85123A,WHITE HANGING HEART T-LIGHT HOLDER,3,21-09-2010 12:49,2.95,12751,Brazil,8.85,37,97197
292,523305,22372,AIRLINE BAG VINTAGE WORLD CHAMPION ,4,21-09-2010 12:49,4.25,12751,Brazil,17,37,97197
293,523305,22951,60 CAKE CASES DOLLY GIRL DESIGN,1,21-09-2010 12:49,0.55,12751,Brazil,0.55,37,97197
294,523305,21212,PACK OF 72 RETRO SPOT CAKE CASES,2,21-09-2010 12:49,0.55,12751,Brazil,1.1,37,97197
295,523305,82001S,VINYL RECORD FRAME SILVER,1,21-09-2010 12:49,3.75,12751,Brazil,3.75,37,97197
296,523305,21324,HANGING MEDINA LANTERN SMALL,3,21-09-2010 12:49,2.95,12751,Brazil,8.85,37,97197
297,523305,85023B,EAU DE NILE JEWELLED PHOTOFRAME,2,21-09-2010 12:49,2.55,12751,Brazil,5.1,37,97197
298,523305,85024B,EAU DE NILE JEWELLED PHOTOFRAME,2,21-09-2010 12:49,1.65,12751,Brazil,3.3,37,97197
299,523305,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,21-09-2010 12:49,1.65,12751,Brazil,9.9,37,97197
300,523305,84970S,HANGING HEART ZINC T-LIGHT HOLDER,12,21-09-2010 12:49,0.85,12751,Brazil,10.2,37,97197
301,523305,22178,VICTORIAN GLASS HANGING T-LIGHT,6,21-09-2010 12:49,1.25,12751,Brazil,7.5,37,97197
302,523305,21900,"KEY FOB , SHED",1,21-09-2010 12:49,0.65,12751,Brazil,0.65,37,97197
303,523305,21901,"KEY FOB , BACK DOOR ",1,21-09-2010 12:49,0.65,12751,Brazil,0.65,37,97197
304,523305,84832,ZINC WILLIE WINKIE  CANDLE STICK,3,21-09-2010 12:49,0.85,12751,Brazil,2.55,37,97197
305,523305,21166,COOK WITH WINE METAL SIGN ,2,21-09-2010 12:49,1.95,12751,Brazil,3.9,37,97197
306,523305,22412,METAL SIGN NEIGHBOURHOOD WITCH ,1,21-09-2010 12:49,2.1,12751,Brazil,2.1,37,97197
307,523305,22115,METAL SIGN EMPIRE TEA,3,21-09-2010 12:49,2.95,12751,Brazil,8.85,37,97197
308,523305,21679,SKULLS  STICKERS,1,21-09-2010 12:49,0.85,12751,Brazil,0.85,37,97197
309,523305,84991,60 TEATIME FAIRY CAKE CASES,2,21-09-2010 12:49,0.55,12751,Brazil,1.1,37,97197
310,523305,22336,DOVE DECORATION PAINTED ZINC ,4,21-09-2010 12:49,0.65,12751,Brazil,2.6,37,97197
311,523305,85124B,BLUE JUICY FRUIT PHOTO FRAME,2,21-09-2010 12:49,2.55,12751,Brazil,5.1,37,97197
312,523305,85124C,GREEN JUICY FRUIT PHOTO FRAME,2,21-09-2010 12:49,2.55,12751,Brazil,5.1,37,97197
313,523305,84849A,HELLO SAILOR BLUE SOAP HOLDER,1,21-09-2010 12:49,1.69,12751,Brazil,1.69,37,97197
314,523305,21864,UNION JACK FLAG PASSPORT COVER ,1,21-09-2010 12:49,2.1,12751,Brazil,2.1,37,97197
315,523305,20839,FRENCH PAISLEY CUSHION COVER ,6,21-09-2010 12:49,2.95,12751,Brazil,17.7,37,97197
316,523305,84620,BLUE GINGHAM ROSE CUSHION COVER,2,21-09-2010 12:49,5.95,12751,Brazil,11.9,37,97197
317,523305,84658,WHITE STITCHED CUSHION COVER,1,21-09-2010 12:49,6.95,12751,Brazil,6.95,37,97197
318,523305,21774,DECORATIVE CATS BATHROOM BOTTLE,1,21-09-2010 12:49,1.25,12751,Brazil,1.25,37,97197
319,523305,82482,WOODEN PICTURE FRAME WHITE FINISH,3,21-09-2010 12:49,2.55,12751,Brazil,7.65,37,97197
320,523305,17107D,"FLOWER FAIRY,5 SUMMER B'DRAW LINERS",1,21-09-2010 12:49,2.55,12751,Brazil,2.55,37,97197
321,523305,22082,RIBBON REEL STRIPES DESIGN ,1,21-09-2010 12:49,1.65,12751,Brazil,1.65,37,97197
322,523305,21866,UNION JACK FLAG LUGGAGE TAG,1,21-09-2010 12:49,1.25,12751,Brazil,1.25,37,97197
323,523305,22077,6 RIBBONS RUSTIC CHARM,4,21-09-2010 12:49,1.65,12751,Brazil,6.6,37,97197
324,523305,62018,SOMBRERO ,1,21-09-2010 12:49,1.95,12751,Brazil,1.95,37,97197
325,523305,20669,RED HEART LUGGAGE TAG,2,21-09-2010 12:49,1.25,12751,Brazil,2.5,37,97197
326,523305,35819B,"ACRYLIC HANGING JEWEL,BLUE",3,21-09-2010 12:49,1.25,12751,Brazil,3.75,37,97197
327,523305,22336,DOVE DECORATION PAINTED ZINC ,3,21-09-2010 12:49,0.65,12751,Brazil,1.95,37,97197
328,523305,22156,HEART DECORATION WITH PEARLS ,3,21-09-2010 12:49,0.85,12751,Brazil,2.55,37,97197
329,523305,21811,CHRISTMAS HANGING HEART WITH BELL,4,21-09-2010 12:49,1.25,12751,Brazil,5,37,97197
330,523305,84879,ASSORTED COLOUR BIRD ORNAMENT,6,21-09-2010 12:49,1.69,12751,Brazil,10.14,37,97197
331,523305,21812,GARLAND WITH HEARTS AND BELLS,2,21-09-2010 12:49,4.95,12751,Brazil,9.9,37,97197
332,523305,22335,HEART DECORATION PAINTED ZINC ,7,21-09-2010 12:49,0.65,12751,Brazil,4.55,37,97197
333,523305,22219,LOVEBIRD HANGING DECORATION WHITE ,3,21-09-2010 12:49,0.85,12751,Brazil,2.55,37,97197
334,523305,85017B,ENVELOPE 50 BLOSSOM IMAGES,3,21-09-2010 12:49,0.85,12751,Brazil,2.55,37,97197
335,523305,21190,PINK HEARTS PAPER GARLAND,1,21-09-2010 12:49,1.65,12751,Brazil,1.65,37,97197
336,523305,22088,PAPER BUNTING COLOURED LACE,1,21-09-2010 12:49,2.95,12751,Brazil,2.95,37,97197
337,523305,84987,SET OF 36 TEATIME PAPER DOILIES,1,21-09-2010 12:49,1.45,12751,Brazil,1.45,37,97197
338,523305,21210,SET OF 72 RETRO SPOT PAPER  DOILIES,1,21-09-2010 12:49,1.45,12751,Brazil,1.45,37,97197
339,523305,22337,ANGEL DECORATION PAINTED ZINC ,5,21-09-2010 12:49,0.65,12751,Brazil,3.25,37,97197
340,523305,22338,STAR DECORATION PAINTED ZINC ,4,21-09-2010 12:49,0.65,12751,Brazil,2.6,37,97197
341,523305,22339,CHRISTMAS TREE PAINTED ZINC ,5,21-09-2010 12:49,0.65,12751,Brazil,3.25,37,97197
342,523305,22164,STRING OF STARS CARD HOLDER,2,21-09-2010 12:49,2.95,12751,Brazil,5.9,37,97197
343,523305,22604,SET OF 4 NAPKIN CHARMS CUTLERY,2,21-09-2010 12:49,2.55,12751,Brazil,5.1,37,97197
344,529161,22449,SILK PURSE BABUSHKA PINK,6,26-10-2010 17:23,3.35,15390,Canada,20.1,67,71979
345,529161,21506,"FANCY FONT BIRTHDAY CARD, ",12,26-10-2010 17:23,0.42,15390,Canada,5.04,67,71979
346,529161,20978,36 PENCILS TUBE SKULLS,16,26-10-2010 17:23,1.25,15390,Canada,20,67,71979
347,529161,21558,SKULL LUNCH BOX WITH CUTLERY ,6,26-10-2010 17:23,2.55,15390,Canada,15.3,67,71979
348,529161,21967,PACK OF 12 SKULL TISSUES,24,26-10-2010 17:23,0.29,15390,Canada,6.96,67,71979
349,529161,22553,PLASTERS IN TIN SKULLS,12,26-10-2010 17:23,1.65,15390,Canada,19.8,67,71979
350,529161,20979,36 PENCILS TUBE RED RETROSPOT,16,26-10-2010 17:23,1.25,15390,Canada,20,67,71979
351,529161,21212,PACK OF 72 RETROSPOT CAKE CASES,24,26-10-2010 17:23,0.55,15390,Canada,13.2,67,71979
352,529161,21156,RETROSPOT CHILDRENS APRON,16,26-10-2010 17:23,1.95,15390,Canada,31.2,67,71979
353,529161,21584,RETROSPOT SMALL TUBE MATCHES,20,26-10-2010 17:23,1.65,15390,Canada,33,67,71979
354,529161,22083,PAPER CHAIN KIT RETROSPOT,6,26-10-2010 17:23,2.95,15390,Canada,17.7,67,71979
355,529161,21980,PACK OF 12 RED RETROSPOT TISSUES,24,26-10-2010 17:23,0.29,15390,Canada,6.96,67,71979
356,529161,22632,HAND WARMER RED RETROSPOT,12,26-10-2010 17:23,2.1,15390,Canada,25.2,67,71979
357,529161,21232,STRAWBERRY CERAMIC TRINKET BOX,12,26-10-2010 17:23,1.25,15390,Canada,15,67,71979
358,529161,21555,CERAMIC STRAWBERRY TRINKET TRAY,6,26-10-2010 17:23,2.55,15390,Canada,15.3,67,71979
359,529161,22645,CERAMIC HEART FAIRY CAKE MONEY BANK,12,26-10-2010 17:23,1.45,15390,Canada,17.4,67,71979
360,529161,35924,HANGING FAIRY CAKE DECORATION,6,26-10-2010 17:23,2.1,15390,Canada,12.6,67,71979
361,529161,47591D,PINK FAIRY CAKE CHILDRENS APRON,8,26-10-2010 17:23,1.95,15390,Canada,15.6,67,71979
362,529161,21114,LAVENDER SCENTED FABRIC HEART,20,26-10-2010 17:23,1.25,15390,Canada,25,67,71979
363,529161,22367,CHILDRENS APRON SPACEBOY DESIGN,8,26-10-2010 17:23,1.95,15390,Canada,15.6,67,71979
364,529161,22417,PACK OF 60 SPACEBOY CAKE CASES,24,26-10-2010 17:23,0.55,15390,Canada,13.2,67,71979
365,529161,22551,PLASTERS IN TIN SPACEBOY,12,26-10-2010 17:23,1.65,15390,Canada,19.8,67,71979
366,529161,22614,PACK OF 12 SPACEBOY TISSUES,24,26-10-2010 17:23,0.29,15390,Canada,6.96,67,71979
367,529161,21986,PACK OF 12 PINK POLKADOT TISSUES,24,26-10-2010 17:23,0.29,15390,Canada,6.96,67,71979
368,529161,21577,SAVE THE PLANET COTTON TOTE BAG,12,26-10-2010 17:23,2.25,15390,Canada,27,67,71979
369,529161,22557,PLASTERS IN TIN VINTAGE PAISLEY ,12,26-10-2010 17:23,1.65,15390,Canada,19.8,67,71979
370,529161,22090,PAPER BUNTING RETROSPOT,6,26-10-2010 17:23,2.95,15390,Canada,17.7,67,71979
371,529161,22318,FIVE HEART HANGING DECORATION,6,26-10-2010 17:23,2.95,15390,Canada,17.7,67,71979
372,529161,21408,SPOTTY PINK DUCK DOORSTOP,3,26-10-2010 17:23,4.25,15390,Canada,12.75,67,71979
373,529161,21975,PACK OF 60 DINOSAUR CAKE CASES,24,26-10-2010 17:23,0.55,15390,Canada,13.2,67,71979
374,529161,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,26-10-2010 17:23,0.55,15390,Canada,13.2,67,71979
375,529161,21871,SAVE THE PLANET MUG,12,26-10-2010 17:23,1.25,15390,Canada,15,67,71979
376,529161,21559,STRAWBERRY LUNCH BOX WITH CUTLERY,6,26-10-2010 17:23,2.55,15390,Canada,15.3,67,71979
377,529161,22983,"CARD, BILLBOARD FONT",12,26-10-2010 17:23,0.42,15390,Canada,5.04,67,71979
378,529161,21846,PINK DIAMANTE PEN IN GIFT BOX,24,26-10-2010 17:23,1.25,15390,Canada,30,67,71979
379,529161,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,6,26-10-2010 17:23,2.95,15390,Canada,17.7,67,71979
380,529161,22276,WASH BAG VINTAGE ROSE PAISLEY,6,26-10-2010 17:23,2.55,15390,Canada,15.3,67,71979
381,529161,20682,RED RETROSPOT CHILDRENS UMBRELLA,6,26-10-2010 17:23,3.25,15390,Canada,19.5,67,71979
382,529161,85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,12,26-10-2010 17:23,1.65,15390,Canada,19.8,67,71979
383,529161,85023B,EAU DE NILE JEWELLED PHOTOFRAME,6,26-10-2010 17:23,2.55,15390,Canada,15.3,67,71979
384,529161,22321,BIRD DECORATION RED RETROSPOT,12,26-10-2010 17:23,0.85,15390,Canada,10.2,67,71979
385,529161,22344,PARTY PIZZA DISH PINK POLKADOT,12,26-10-2010 17:23,0.85,15390,Canada,10.2,67,71979
386,529161,21242,RED RETROSPOT PLATE ,16,26-10-2010 17:23,1.69,15390,Canada,27.04,67,71979
387,529161,21243,PINK  POLKADOT PLATE ,16,26-10-2010 17:23,1.69,15390,Canada,27.04,67,71979
